,Scientific Name,Common Name,Duration,Habit,Sun,Water
1324,Juncus acuminatus,Tapertip Rush,Perennial,Grass/Grass-like,Part-shade,
1325,Juncus alpinoarticulatus,Northern Green Rush,Perennial,Grass/Grass-like,,
1326,Juncus arcticus ssp. littoralis,Baltic Rush,Perennial,Grass/Grass-like,Sun,
1327,Juncus brachycephalus,Smallhead Rush,Perennial,Grass/Grass-like,Part-shade,
1328,Juncus brevicaudatus,Narrowpanicle Rush,Perennial,Grass/Grass-like,,
1329,Juncus bufonius,Toad Rush,Annual,Grass/Grass-like,Sun,
1330,Juncus caesariensis,New Jersey Rush,Perennial,Grass/Grass-like,Sun,Moist
1331,Juncus canadensis,"Canadian Rush, Canada Rush",Perennial,Grass/Grass-like,Part-shade,Wet
1332,Juncus dubius,"Dubius Rush, Mariposa Rush, Little Bamboo",Perennial,Grass/Grass-like,Sun,Wet
1333,Juncus dudleyi,Dudley's Rush,Perennial,Grass/Grass-like,,
1334,Juncus effusus,"Common Rush, Soft Rush",Perennial,Grass/Grass-like,Sun,"Wet, Moist"
1335,Juncus effusus var. pylaei,Common Rush,Perennial,Grass/Grass-like,,
1336,Juncus filiformis,Thread Rush,Perennial,Grass/Grass-like,,
1337,Juncus filipendulus,Ringseed Rush,Perennial,Grass/Grass-like,,
1338,Juncus gerardii,Saltmeadow Rush,Perennial,Grass/Grass-like,,
1339,Juncus greenei,Greene's Rush,Perennial,Grass/Grass-like,,
1340,Juncus interior,Inland Rush,Perennial,Grass/Grass-like,Sun,Moist
1341,Juncus kelloggii,Kellogg's Dwarf Rush,Annual,Grass/Grass-like,,Moist
1342,Juncus marginatus,"Grassleaf Rush, Grass Leaf Rush",Perennial,Grass/Grass-like,Part-shade,
1343,Juncus mertensianus,Mertens' Rush,Perennial,Grass/Grass-like,Part-shade,
1344,Juncus militaris,Bayonet Rush,Perennial,Grass/Grass-like,,
1345,Juncus nodatus,Stout Rush,Perennial,Grass/Grass-like,,
1346,Juncus nodosus,Knotted Rush,Perennial,Grass/Grass-like,Sun,
1347,Juncus pelocarpus,Brownfruit Rush,Perennial,Grass/Grass-like,,
1348,Juncus roemerianus,"Needlegrass Rush, Black Needlerush",Perennial,Herb,Sun,Wet
1349,Juncus secundus,Lopsided Rush,Perennial,Grass/Grass-like,Sun,
1350,Juncus stygius,Moor Rush,Perennial,Grass/Grass-like,,
1351,Juncus subcaudatus,Woodland Rush,Perennial,Grass/Grass-like,Part-shade,
1352,Juncus subtilis,Greater Creeping Rush,Perennial,Grass/Grass-like,,
1353,Juncus tenuis,"Poverty Rush, Path Rush",Perennial,Grass/Grass-like,Part-shade,
1354,Juncus texanus,Texas Rush,Perennial,Grass/Grass-like,,
1355,Juncus torreyi,Torrey's Rush,Perennial,Grass/Grass-like,Sun,"Wet, Moist"
1356,Juncus trifidus,Highland Rush,Perennial,Grass/Grass-like,,
1357,Juncus validus,Roundhead Rush,Perennial,Grass/Grass-like,Part-shade,
1358,Juncus vaseyi,Vasey's Rush,Perennial,Grass/Grass-like,,
1359,Juniperus communis,Common Juniper,Perennial,Tree,Sun,Dry
1360,Juniperus deppeana,"Alligator Juniper, Checkerbark Juniper, Western Juniper, Oakbark Cedar, Thickbark Cedar, Mountain Cedar, Tascate, Tacate, Tlascal",Perennial,Tree,Sun,Dry
1361,Juniperus horizontalis,"Creeping Juniper, Creeping Savin",Perennial,Shrub,"Sun, Part-shade",Dry
1362,Juniperus virginiana,"Eastern Red Cedar, Eastern Redcedar, Virginia Juniper, Red Juniper, Pencil Cedar, Carolina Cedar, Red Savin",Perennial,Tree,"Sun, Shade, Part-shade",Dry
1363,Justicia americana,"American Water-willow, Water-willow",Perennial,Herb,"Sun, Part-shade","Wet, Moist"
1364,Justicia ovata,Looseflower Water-willow,Perennial,Herb,,
1365,Kalmia angustifolia,"Sheep Laurel, Lambkill Kalmia, Lambkill",Perennial,Shrub,Part-shade,Wet
1366,Kalmia carolina,Carolina Laurel,Perennial,Shrub,,
1367,Kalmia cuneata,"Whitewicky, White Wicky",Perennial,Shrub,,
1368,Kalmia latifolia,"Mountain Laurel, Calico Bush, Kalmia, Mountain-laurel",Perennial,Shrub,Part-shade,Moist
1369,Kalmia microphylla,Alpine Laurel,Perennial,Subshrub,Sun,Wet
1370,Kalmia polifolia,"Bog Laurel, Pale Laurel, Swamp Laurel",Perennial,Shrub,"Sun, Shade, Part-shade",Wet
1371,Kosteletzkya pentacarpos,"Virginia Saltmarsh Mallow, Virginia Fen-rose, Saltmarsh Mallow, Seashore Mallow",Perennial,Subshrub,Sun,Moist
1372,Krigia biflora,"Two-flower Dwarf Dandelion, Two-flower Cynthia, Dwarf Dandelion",Perennial,Herb,Sun,
1373,Krigia caespitosa,"Weedy Dwarfdandelion, Dwarf Dandelion",Annual,Herb,,
1374,Krigia dandelion,"Potato Dwarf Dandelion, Potato Dandelion",Perennial,Herb,,
1375,Krigia virginica,"Virginia Dwarfdandelion, Virginia Dwarf-dandelion, Virginia Dwarf Dandelion, Dwarf Dandelion",Annual,Herb,,
1376,Kyllinga brevifolia,Shortleaf Spikesedge,Perennial,Grass/Grass-like,,
1377,Kyllinga gracillima,Pasture Spikesedge,Perennial,Grass/Grass-like,,
1378,Kyllinga odorata,Fragrant Spikesedge,"Annual, Perennial",Grass/Grass-like,,
1379,Lachnanthes caroliana,"Carolina Redroot, Paint Root",Perennial,Herb,"Sun, Part-shade",Moist
1380,Lachnocaulon beyrichianum,Southern Bogbutton,Perennial,Herb,,
1381,Lactuca biennis,Tall Blue Lettuce,"Annual, Biennial",Herb,Part-shade,"Wet, Moist"
1382,Lactuca canadensis,"Canada Lettuce, Wild Lettuce",Biennial,Herb,"Sun, Part-shade",
1383,Lactuca floridana,"Woodland Lettuce, Florida Lettuce","Annual, Biennial",Herb,"Shade, Part-shade","Wet, Moist"
1384,Lactuca graminifolia,Grassleaf Lettuce,"Biennial, Perennial",Herb,,
1385,Lactuca ludoviciana,"Western Wild Lettuce, Louisiana Wild Lettuce, Prairie Lettuce, Prairie Wild Lettuce, Biannual Lettuce","Biennial, Perennial",Herb,"Sun, Part-shade","Moist, Dry"
1386,Lactuca tatarica,Blue Lettuce,Biennial,Herb,,
1387,Laennecia coulteri,"Conyza, Coulter's Horseweed, Coulter's Woolwort, Annual Horsetail",Annual,Herb,,
1388,Laguncularia racemosa,White Mangrove,Perennial,Tree,Part-shade,Wet
1389,Lantana urticoides,"Texas Lantana, Calico Bush",Perennial,Shrub,Sun,Dry
1390,Laportea canadensis,"Canadian Woodnettle, Wood Nettle",Perennial,Herb,,
1391,Larix laricina,"Tamarack, American Larch, Hacmatack, Black Larch",Perennial,Tree,"Sun, Shade","Wet, Moist"
1392,Larix occidentalis,"Western Larch, Western Tamarack",Perennial,Tree,Sun,"Wet, Moist"
1393,Lasthenia californica,California Goldfields,Annual,Herb,Sun,
1394,Lasthenia glabrata,"Yellowray Goldfields, Yellow-ray Goldfields, California Sunshine",Annual,Herb,Sun,
1395,Lasthenia minor,Coastal Goldfields,Annual,Herb,,
1396,Lathyrus japonicus,"Beach Pea, Sand Pea, Circumpolar Pea, Sea Vetchling",Perennial,Vine,Sun,"Wet, Moist"
1397,Lathyrus palustris,"Marsh Pea, Marsh Vetchling",Perennial,Vine,Sun,Moist
1398,Lathyrus venosus,"Veiny Pea, Veiny Vetchling, Wild Sweet Pea, Bushy Vetch",Perennial,Herb,Part-shade,"Moist, Dry"
1399,Layia munzii,Munz's Tidytips,Annual,Herb,,
1400,Leavenworthia aurea var. texana,"Golden Gladecress, Texas Golden Glade Cress",Annual,Herb,,
1401,Ledum groenlandicum,"Bog Labrador Tea, Rusty Labrador Tea, Labrador Tea, Hudson's Bay Tea, Muskeg Tea",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist"
1402,Leersia monandra,"Cut Rice Grass, Bunch Cutgrass",Perennial,Grass/Grass-like,"Shade, Part-shade","Moist, Dry"
1403,Leersia oryzoides,"Rice Cutgrass, Rice Cut Grass",Perennial,Grass/Grass-like,Part-shade,Wet
1404,Leersia virginica,Whitegrass,Perennial,Grass/Grass-like,Part-shade,
1405,Leiophyllum buxifolium,"Sandmyrtle, Sand-myrtle",Perennial,Shrub,Part-shade,Moist
1406,Lemna aequinoctialis,Lesser Duckweed,Perennial,Herb,,
1407,Lemna minor,Common Duckweed,Perennial,Herb,Sun,Wet
1408,Lemna trisulca,Star Duckweed,Perennial,Herb,"Sun, Shade, Part-shade",Wet
1409,Lemna turionifera,Turion Duckweed,Perennial,Herb,,
1410,Lemna valdiviana,Valdivia Duckweed,Perennial,Herb,,
1411,Lepidium densiflorum,Common Pepperweed,Annual,Herb,,
1412,Lepidium flavum,"Yellow Pepperweed, Yellow Peppergrass",Annual,Herb,,
1413,Lepidium thurberi,Thurber's Pepperweed,Annual,Herb,,
1414,Lepidium virginicum,"Virginia Peppergrass, Virginia Pepperweed, Peppergrass, Poor Man's Pepper",Annual,Herb,Sun,Dry
1415,Leptarrhena pyrolifolia,"Fireleaf Leptarrhena, Leatherleaf Saxifrage",Perennial,Herb,,
1416,Lepuropetalon spathulatum,Petiteplant,Annual,Subshrub,,
1417,Lespedeza capitata,"Roundhead Lespedeza, Roundhead Bush-clover, Round-headed Lespedeza, Round-headed Bush-clover",Perennial,Herb,Sun,Dry
1418,Lesquerella gracilis,"Spreading Bladderpod, Cloth-of-gold",Annual,Herb,Sun,
1419,Lesquerella pallida,White Bladderpod,Annual,Herb,,
1420,Leucospora multifida,Narrowleaf Paleseed,Annual,Herb,,
1421,Leucothoe axillaris,"Coastal Doghobble, Coast Leucothoe",Perennial,Shrub,"Shade, Part-shade",Moist
1422,Leucothoe davisiae,"Sierra Laurel, Sierran Doghobble, Western Leucothoe",Perennial,Shrub,Part-shade,Moist
1423,Leucothoe fontanesiana,"Highland Doghobble, Drooping Leucothoe",Perennial,Shrub,Part-shade,Moist
1424,Lewisia brachycalyx,Shortsepal Lewisia,Perennial,Herb,,
1425,Lewisia pygmaea,"Alpine Lewisia, Pygmy Bitterroot",Perennial,Herb,,
1426,Leymus cinereus,"Basin Wildrye, Great Basin Lyme Grass, Great Basin Wildrye",Perennial,Grass/Grass-like,Sun,
1427,Leymus condensatus,Giant Wildrye,Perennial,Grass/Grass-like,,
1428,Leymus mollis,"American Dunegrass, American Dune Grass",Perennial,Grass/Grass-like,,
1429,Leymus triticoides,"Beardless Wildrye, Beardless Lyme Grass, Creeping Wildrye",Perennial,Grass/Grass-like,"Sun, Part-shade","Moist, Dry"
1430,Liatris acidota,"Sharp Blazing Star, Sharp Gayfeather, Sharp Liatris",Perennial,Herb,Sun,Moist
1431,Liatris gracilis,"Slender Blazing Star, Slender Gayfeather, Slender Liatris",Perennial,Herb,,
1432,Liatris ligulistylis,"Rocky Mountain Blazing Star, Rocky Mountain Gayfeather, Rocky Mountain Liatris, Meadow Blazing Star, Meadow Gayfeather, Meadow Liatris",Perennial,Herb,Sun,Moist
1433,Liatris pycnostachya,"Prairie Blazing Star, Prairie Gayfeather, Prairie Liatris, Kansas Blazing Star, Kansas Gayfeather, Kansas Liatris, Cat-tail Blazing Star, Cat-tail Gayfeather, Cat-tail Liatris, Hairy Button-snakeroot",Perennial,Herb,Sun,"Moist, Dry"
1434,Liatris scariosa,"Devil's Bite, Large Blazing Star, Large Gayfeather, Large Liatris, Savanna Blazing Star, Savanna Gayfeather, Savanna Liatris",Perennial,Herb,Sun,Moist
1435,Liatris spicata,"Dense Blazing Star, Dense Gayfeather, Dense Liatris, Marsh Blazing Star, Marsh Gayfeather, Marsh Liatris",Perennial,Herb,Sun,Moist
1436,Ligusticum scoticum,"Scottish Licorice-root, Scotch Lovage",Perennial,Herb,,
1437,Lilaeopsis chinensis,Eastern Grasswort,Perennial,Herb,,
1438,Lilium bolanderi,Bolander's Lily,Perennial,Herb,,
1439,Lilium canadense,"Canada Lily, Canadian Lily, Wild Yellow Lily",Perennial,Herb,Sun,"Wet, Moist"
1440,Lilium catesbaei,"Pine Lily, Southern Red Lily, Catesby's Lily",Perennial,Herb,Part-shade,"Wet, Moist"
1441,Lilium grayi,Gray's Lily,Perennial,Herb,,
1442,Lilium kelleyanum,Kelley's Lily,Perennial,Herb,,
1443,Lilium kelloggii,Kellogg's Lily,Perennial,Herb,,
1444,Lilium maritimum,Coast Lily,Perennial,Herb,,
1445,Lilium michauxii,Carolina Lily,Perennial,Herb,Part-shade,"Moist, Dry"
1446,Lilium michiganense,"Michigan Lily, Turk's Cap Lily",Perennial,Herb,"Sun, Shade, Part-shade",Moist
1447,Lilium occidentale,Western Lily,Perennial,Herb,,
1448,Lilium pardalinum,"Leopard Lily, Tiger Lily, Panther Lily",Perennial,Herb,Part-shade,
1449,Lilium parvum,"Sierra Tiger Lily, Sierran Tiger Lily, Fairy Lily, Alpine Lily",Perennial,Herb,Part-shade,Moist
1450,Lilium philadelphicum,Wood Lily,Perennial,Herb,"Sun, Shade, Part-shade",Dry
1451,Lilium pyrophilum,Sandhills Lily,Perennial,Herb,,
1452,Lilium superbum,Turk's-cap Lily,Perennial,Herb,Sun,Moist
1453,Limnanthes alba,White Meadowfoam,Annual,Herb,,
1454,Limnanthes douglasii,"Douglas' Meadowfoam, Douglas Meadowfoam",Annual,Herb,,
1455,Limnanthes vinculans,Sebastopol Meadowfoam,Annual,Herb,,
1456,Limonium californicum,"California Sealavender, Marsh Rosemary",Perennial,"Herb, Subshrub",,
1457,Limonium carolinianum,"Carolina Sealavender, Sea Lavender",Perennial,Herb,Part-shade,Wet
1458,Limonium limbatum,Transpecos Sealavender,Perennial,Herb,,
1459,Limosella australis,Welsh Mudwort,Annual,Herb,,
1460,Lindera benzoin,"Northern Spicebush, Spicebush, Wild Allspice",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist, Dry"
1461,Lindernia dubia,Yellowseed False Pimpernel,Annual,Herb,,
1462,Linnaea borealis,"Twinflower, American Twinflower",Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist"
1463,Linum virginianum,Woodland Flax,Perennial,Herb,"Sun, Part-shade","Moist, Dry"
1464,Liparis liliifolia,"Brown Widelip Orchid, Large Twayblade",Perennial,Herb,Sun,Moist
1465,Liparis loeselii,"Yellow Widelip Orchid, Fen Orchid",Perennial,Herb,,
1466,Lipocarpha aristulata,Awned Halfchaff Sedge,Annual,Grass/Grass-like,,
1467,Lipocarpha micrantha,Smallflower Halfchaff Sedge,Annual,Grass/Grass-like,,
1468,Lippia alba,Bushy Lippia,Perennial,Shrub,Part-shade,Moist
1469,Liquidambar styraciflua,"Sweetgum, American Sweetgum, Red Gum, White Gum, Star-leaved Gum, Starleaf Gum, Alligator Tree, Satin Walnut, Bilsted, Liquidambar",Perennial,Tree,Part-shade,Moist
1470,Liriodendron tulipifera,"Tulip Tree, Tulip Poplar, Yellow Poplar",Perennial,Tree,"Sun, Shade, Part-shade",Moist
1471,Listera auriculata,Auricled Twayblade,Perennial,Herb,"Sun, Shade, Part-shade",Moist
1472,Listera australis,Southern Twayblade,Perennial,Herb,"Sun, Shade, Part-shade",Moist
1473,Listera smallii,"Kidneyleaf Twayblade, Appalachian Twayblade",Perennial,Herb,,
1474,Litsea aestivalis,Pondspice,Perennial,Shrub,,
1475,Littorella uniflora,American Shoreweed,Perennial,Herb,,
1476,Lloydia serotina,"Common Alplily, Alplily",Perennial,Herb,,
1477,Lobelia anatina,"Apache Lobelia, Southwestern Blue Lobelia",Perennial,Herb,,
1478,Lobelia appendiculata,Pale Lobelia,Annual,Herb,,
1479,Lobelia cardinalis,Cardinal Flower,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist"
1480,Lobelia dortmanna,"Dortmann's Cardinal Flower, Water Lobelia",Perennial,Herb,Sun,Wet
1481,Lobelia feayana,Bay Lobelia,Perennial,Herb,,
1482,Lobelia fenestralis,Fringeleaf Lobelia,Annual,Herb,,
1483,Lobelia floridana,Florida Lobelia,Perennial,Herb,,
1484,Lobelia glandulosa,Glade Lobelia,Perennial,Herb,Part-shade,Wet
1485,Lobelia inflata,Indian Tobacco,Annual,Herb,,
1486,Lobelia kalmii,Ontario Lobelia,Perennial,Herb,,
1487,Lobelia puberula,Downy Lobelia,Perennial,Herb,,
1488,Lobelia siphilitica,Great Blue Lobelia,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist"
1489,Lobelia spicata,Pale-spike Lobelia,Perennial,Herb,"Sun, Shade, Part-shade","Moist, Dry"
1490,Loiseleuria procumbens,"Alpine Azalea, Alpine-azalea, Dwarf Azalea",Perennial,Shrub,Part-shade,Dry
1491,Lomatogonium rotatum,Marsh Felwort,Annual,Herb,,
1492,Lonicera canadensis,American Fly Honeysuckle,Perennial,Shrub,"Sun, Shade, Part-shade",Moist
1493,Lonicera dioica,Limber Honeysuckle,Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
1494,Lonicera hirsuta,Hairy Honeysuckle,Perennial,Vine,Sun,"Moist, Dry"
1495,Lonicera hispidula,"Pink Honeysuckle, Hairy Honeysuckle, California Honeysuckle, Western Honeysuckle, Pink Chaparral Honeysuckle",Perennial,"Shrub, Vine","Sun, Shade, Part-shade","Moist, Dry"
1496,Lonicera involucrata,"Twinberry Honeysuckle, Black Twinberry Honeysuckle, Black Twinberry, Bearberry Honeysuckle, Four-line Honeysuckle",Perennial,Shrub,"Sun, Shade, Part-shade",Moist
1497,Lonicera oblongifolia,Swamp Fly Honeysuckle,Perennial,Shrub,"Shade, Part-shade","Wet, Moist"
1498,Lonicera sempervirens,"Coral Honeysuckle, Trumpet Honeysuckle, Woodbine",Perennial,Vine,"Sun, Part-shade",Moist
1499,Lonicera utahensis,"Utah Honeysuckle, Red Twinberry",Perennial,Shrub,Shade,
1500,Lonicera villosa,Mountain Fly Honeysuckle,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist"
1501,Lophiola aurea,Goldencrest,Perennial,Herb,,
1502,Lotus formosissimus,Seaside Bird's-foot Trefoil,Perennial,Herb,,
1503,Ludwigia alternifolia,Seedbox,Perennial,Herb,Sun,"Wet, Moist"
1504,Ludwigia arcuata,"Piedmont Primrose-willow, Long-stalked Seedbox",Perennial,Herb,,
1505,Ludwigia decurrens,Wingleaf Primrose-willow,Annual,Herb,,
1506,Ludwigia hirtella,Spindleroot,Perennial,Herb,,
1507,Ludwigia leptocarpa,Anglestem Primrose-willow,Annual,Subshrub,,
1508,Ludwigia linearis,Narrowleaf Primrose-willow,Perennial,Herb,,
1509,Ludwigia octovalvis,"Mexican Primrose-willow, Narrow-leaf Water Primrose, Seedbox, Mexican Primrose Willow",Perennial,Shrub,"Sun, Part-shade",Moist
1510,Ludwigia palustris,"Marsh Seedbox, Water Purslane",Perennial,Herb,Sun,Wet
1511,Ludwigia peploides,"Floating Primrose-willow, Water-primrose, Creeping Water-primrose",Perennial,Herb,Sun,
1512,Ludwigia polycarpa,Manyfruit Primrose-willow,Perennial,Herb,Sun,"Wet, Moist"
1513,Ludwigia repens,"Creeping Primrose-willow, Floating Primrose-willow, Water Primrose",Perennial,Herb,,
1514,Luetkea pectinata,"Partridgefoot, Alaska Spiraea",Perennial,Herb,Part-shade,Moist
1515,Lupinus arcticus,Arctic Lupine,Perennial,Herb,Sun,
1516,Lupinus latifolius,Broadleaf Lupine,Perennial,Herb,,
1517,Lupinus nootkatensis,Nootka Lupine,Perennial,Herb,Sun,
1518,Lupinus polyphyllus,"Bigleaf Lupine, Blue-pod Lupine, Meadow Lupine, Bog Lupine",Perennial,Herb,"Sun, Part-shade","Moist, Dry"
1519,Lupinus rivularis,Riverbank Lupine,Perennial,Subshrub,,
1520,Luzula acuminata,Hairy Woodrush,Perennial,Grass/Grass-like,,
1521,Luzula multiflora,"Common Woodrush, Woodrush",Perennial,Grass/Grass-like,,
1522,Luzula parviflora,Smallflowered Woodrush,Perennial,Grass/Grass-like,Part-shade,
1523,Luzula spicata,Spiked Woodrush,Perennial,Grass/Grass-like,Part-shade,
1524,Lycium carolinianum,"Carolina Wolfberry, Carolina Desert-thorn, Creeping Wolfberry, Christmas Berry",Perennial,Shrub,"Sun, Part-shade",Moist
1525,Lycium torreyi,"Torrey Wolfberry, Desert-thorn, Box-thorn, Squawberry, Rabbit-thorn, Tomatillo, Garambullo",Perennial,Shrub,Sun,Dry
1526,Lycopodium annotinum,Stiff Clubmoss,Perennial,"Herb, Subshrub",,
1527,Lycopodium clavatum,Running Clubmoss,Perennial,"Herb, Subshrub",,
1528,Lycopodium dendroideum,Tree Groundpine,Perennial,"Herb, Subshrub",,
1529,Lycopodium obscurum,"Rare Clubmoss, Common Ground-pine, Flat-branched Ground-pine, Princess'-pine, Tree Clubmoss",Perennial,"Herb, Subshrub",,
1530,Lycopus americanus,"American Water Horehound, Water Horehound",Perennial,Herb,Shade,"Wet, Moist"
1531,Lycopus rubellus,Taperleaf Water Horehound,Perennial,Herb,,
1532,Lycopus uniflorus,Northern Bugleweed,Perennial,Herb,,
1533,Lycopus virginicus,"Virginia Water Horehound, Virginia Bugleweed, American Water Horehound, Sweet Bugleweed, Water Bugle, Carpenter's Herb, Greeen Archangle, Purple Archangle, Paul's Betony, Wood-betony, Wolf-foot, Egyptian's Herb",Perennial,Herb,Part-shade,
1534,Lygodium palmatum,"American Climbing Fern, Hartford Fern, Creeping Fern, Windsor Fern",Perennial,Fern,,
1535,Lyonia ferruginea,"Rusty Staggerbush, Dragon Tree, Tree Lyonia, Staggerbush",Perennial,Tree,,
1536,Lyonia fruticosa,"Coastal Plain Staggerbush, Poor-grub, Rusty Lyonia",Perennial,Shrub,,
1537,Lyonia ligustrina,"Maleberry, He-huckleberry",Perennial,Shrub,Part-shade,Wet
1538,Lyonia lucida,"Shining Fetterbush, Fetterbush Lyonia, Shinyleaf, Fetterbush, Staggerbush",Perennial,Shrub,"Shade, Part-shade",Moist
1539,Lyonia mariana,"Piedmont Staggerbush, Staggerbush",Perennial,Shrub,Part-shade,Moist
1540,Lysichiton americanus,"American Skunkcabbage, Yellow-skunk-cabbage, Swamp Lantern",Perennial,Herb,Part-shade,Wet
1541,Lysimachia ciliata,"Fringed Loosestrife, Fringed Yellow Loosestrife",Perennial,Herb,"Shade, Part-shade","Wet, Moist"
1542,Lysimachia hybrida,Lowland Yellow Loosestrife,Perennial,Herb,,
1543,Lysimachia lanceolata,"Lanceleaf Loosestrife, Lance-leaved Loosestrife",Perennial,Herb,,
1544,Lysimachia quadriflora,"Fourflower Yellow Loosestrife, Narrowleaf Loosestrife",Perennial,Herb,Sun,Wet
1545,Lysimachia quadrifolia,"Whorled Yellow Loosestrife, Whorled Loosestrife, Prairie Loosestrife",Perennial,Herb,Sun,Moist
1546,Lysimachia terrestris,"Earth Loosestrife, Swamp Candles",Perennial,Herb,,Moist
1547,Lysimachia thyrsiflora,Tufted Loosestrife,Perennial,Herb,Part-shade,
1548,Lythrum alatum,Winged Lythrum,Perennial,Subshrub,Sun,"Wet, Moist"
1549,Lythrum californicum,California Loosestrife,Perennial,Herb,Sun,Moist
1550,Lythrum lineare,"Wand Lythrum, Saltmarsh Loosestrife",Perennial,Herb,Sun,Wet
1551,Lythrum ovalifolium,"Low Loosestrife, Stream Loosestrife",Perennial,Herb,,
1552,Macbridea caroliniana,Carolina Birds-in-a-nest,Perennial,Herb,,
1553,Machaeranthera bigelovii,"Bigelow's Tansyaster, Sticky Aster",Biennial,Herb,,
1554,Machaeranthera pinnatifida,"Lacy Tansyaster, Yellow Spiny Daisy",Perennial,Subshrub,,
1555,Maclura pomifera,"Osage Orange, Bois d' Arc, Bodark, Horse Apple, Hedge Apple, Bowwood, Yellowwood, Naranjo Chino, Monkey Brains",Perennial,Tree,"Sun, Part-shade","Moist, Dry"
1556,Magnolia acuminata,"Cucumbertree, Cucumber Tree, Mountain Magnolia",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist"
1557,Magnolia ashei,"Ashe's Magnolia, Ashe Magnolia, Deciduous Magnolia",Perennial,Tree,Part-shade,
1558,Magnolia fraseri,"Mountain Magnolia, Fraser Magnolia",Perennial,Tree,Part-shade,
1559,Magnolia grandiflora,"Southern Magnolia, Evergreen Magnolia, Loblolly Magnolia, Great Laurel Magnolia, Big Laurel, Bull Bay",Perennial,Tree,"Sun, Part-shade","Moist, Dry"
1560,Magnolia tripetala,"Umbrella Tree, Umbrella Magnolia",Perennial,Tree,Part-shade,Moist
1561,Magnolia virginiana,"Sweetbay, Sweetbay Magnolia, Southern Sweetbay, Swampbay, Swamp Magnolia, Sweet Magnolia, Small Magnolia, Laurel Magnolia, White Bay, White Laurel, Swamp Laurel, Beaver Tree",Perennial,Tree,Part-shade,Moist
1562,Mahonia aquifolium,"Holly-leaved Barberry, Holly-leaf Oregon-grape",Perennial,Shrub,"Shade, Part-shade",Dry
1563,Mahonia nervosa,"Cascade Barberry, Cascade Oregon-grape, Dwarf Oregon-grape",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
1564,Maianthemum canadense,"Canada Mayflower, False Lily-of-the-valley",Perennial,Herb,"Shade, Part-shade","Wet, Moist"
1565,Maianthemum dilatatum,"False Lily Of The Valley, May Lily, Canada Mayflower",Perennial,Herb,Shade,"Wet, Moist"
1566,Maianthemum racemosum,"Feathery False Lily Of The Valley, False Solomon's Seal, Feathery False Solomon's Seal, False Spikenard, Solomon's Plume, Smilacina",Perennial,Herb,,
1567,Maianthemum stellatum,"Starry False Lily Of The Valley, Starry False Solomon's Seal, Star-flowered Solomon's Seal",Perennial,Herb,"Shade, Part-shade","Moist, Dry"
1568,Maianthemum trifolium,"Three-leaf False Lily Of The Valley, Three-leaved False Lily Of The Valley, Three-leaf Solomon's Seal, Three-leaved Solomon's Seal",Perennial,Herb,,
1569,Malachra capitata,"Yellow Leafbract, Malva De Caballo, Horse Mallow","Annual, Perennial",Herb,,
1570,Malaxis unifolia,Green Adder's-mouth Orchid,Perennial,Herb,,
1571,Malus fusca,"Oregon Crabapple, Pacific Crabapple",Perennial,Tree,Sun,"Wet, Moist"
1572,Malvaviscus arboreus,"Turkscap, Wax Mallow, Bleeding Hearts, Mexican Apple, Manzanita",Perennial,Shrub,,
1573,Malvella leprosa,Alkali Mallow,Perennial,Herb,,
1574,Marshallia caespitosa,"Barbara's-buttons, Puffballs, White Barbara's-buttons, Barbara's Buttons",Perennial,Herb,"Sun, Part-shade",Dry
1575,Marshallia graminifolia,Grassleaf Barbara's Buttons,Perennial,Herb,"Sun, Part-shade","Wet, Moist"
1576,Marshallia grandiflora,"Monongahela Barbara's Buttons, Large-flowered Marshallia",Perennial,Herb,Part-shade,Moist
1577,Marshallia mohrii,"Mohr's Barbara's Buttons, Coosa Barbara's Buttons",Perennial,Herb,,
1578,Marshallia trinervia,"Broadleaf Barbara's Buttons, Colonial Barbara's Buttons, Southern Barbara's Buttons",Perennial,Herb,,
1579,Marsilea macropoda,"Bigfoot Water-clover, Water-clover, Clover-fern, Largefoot Pepperwort",Perennial,"Herb, Fern","Sun, Shade, Part-shade",Wet
1580,Marsilea vestita,"Hairy Water-clover, Hairy Waterclover, Hairy Water Clover, Clover Fern",Perennial,"Herb, Fern",Part-shade,Wet
1581,Matelea gonocarpos,"Anglepod, Angularfruit Milkvine",Perennial,Vine,,
1582,Matteuccia struthiopteris,Ostrich Fern,Perennial,"Herb, Fern","Shade, Part-shade",Moist
1583,Mayaca fluviatilis,Stream Bogmoss,Perennial,Herb,,
1584,Mecardonia acuminata,Axilflower,Perennial,"Herb, Subshrub",,
1585,Mecardonia procumbens,Baby Jump-up,Annual,Herb,,
1586,Medeola virginiana,"Indian Cucumber, Indian Cucumber-root",Perennial,Herb,"Sun, Part-shade",Moist
1587,Meehania cordata,Meehan's Mint,Perennial,Herb,,
